Date,Open,High,Low,Close,Volume
2019-12-25,100.1,101.69,99.3,100.92,1350425
2019-12-26,99.77,101.97,99.67,101.31,4736167
2019-12-27,101.39,102.28,101.12,101.45,2908606
2019-12-30,99.39,100.85,98.53,100.2,4960374
2019-12-31,100.29,101.79,99.94,100.82,3075904
2020-01-01,99.81,100.82,98.83,100.1,3922329
2020-01-02,100.22,101.15,99.06,100.04,1502939
2020-01-03,100.41,100.93,99.49,99.76,2222196
2020-01-06,98.05,98.18,98.01,98.06,1141753
2020-01-07,96.41,96.93,95.55,96.26,3235208
2020-01-08,96.61,96.74,94.81,95.26,3255803
2020-01-09,95.99,97.24,95.89,96.64,3331499
2020-01-10,96.18,97.25,95.47,96.76,4856021
2020-01-13,96.26,96.88,96.09,96.12,4566343
2020-01-14,94.97,94.98,93.4,94.27,3783993
2020-01-15,94.03,94.95,93.89,94.76,2049520
2020-01-16,92.58,94.01,92.45,93.51,1618281
2020-01-17,93.12,94.25,92.94,93.3,3368410
2020-01-20,92.94,93.33,91.16,92.13,1826278
2020-01-21,91.44,92.68,90.75,92.26,1739026
2020-01-22,91.07,92.52,90.27,91.8,4354648
2020-01-23,93.08,93.68,92.05,92.44,2305381
2020-01-24,91.34,92.41,91.01,92.11,2343316
2020-01-27,93.6,94.01,93.05,93.29,3725527
2020-01-28,91.19,92.3,90.71,92.08,1992791
2020-01-29,92.49,93.46,91.05,91.6,3890491
2020-01-30,93.45,94.16,92.82,94.03,1255035
2020-01-31,91.45,91.82,90.85,91.11,2207762
2020-02-03,90.08,90.41,89.13,90.38,4957169
2020-02-04,90.84,91.18,90.67,90.96,1346990
2020-02-05,90.74,91.52,89.68,90.65,2885249
2020-02-06,90.59,91.89,90.58,91.69,4836813
2020-02-07,90.86,90.94,89.97,90.45,1805428
2020-02-10,90.32,90.79,89.68,90.02,2447839
2020-02-11,90.31,90.32,89.77,90.22,2339487
2020-02-12,91.09,91.76,90.52,91.68,4424219
2020-02-13,90.56,93.26,90.12,92.46,3199215
2020-02-14,92.08,93.25,91.67,92.48,4694118
2020-02-17,92.97,93.89,90.61,91.34,2577127
2020-02-18,91.67,93.38,90.99,92.52,3467881
2020-02-19,90.84,91.66,90.0,90.98,2116014
2020-02-20,91.11,91.93,90.86,91.88,4242087
2020-02-21,90.83,91.61,90.14,90.74,3520908
2020-02-24,91.38,92.23,90.79,91.38,3751691
2020-02-25,92.6,94.4,92.23,93.61,2542663
2020-02-26,94.61,95.17,94.13,94.67,4614670
2020-02-27,94.09,94.49,93.77,94.26,3554137
2020-02-28,95.29,96.21,95.15,95.37,3793355
2020-03-02,94.74,95.47,94.15,94.37,1027690
2020-03-03,92.5,93.48,92.09,92.2,3624434
2020-03-04,91.81,91.97,90.96,91.64,2152109
2020-03-05,89.9,90.3,89.24,90.07,4213274
2020-03-06,89.08,89.36,88.13,89.14,2449169
2020-03-09,88.99,90.6,88.26,89.81,1340716
2020-03-10,91.0,91.86,90.95,91.68,1550755
2020-03-11,92.05,92.12,89.93,90.82,1770878
2020-03-12,90.44,91.64,89.58,90.64,1655408
2020-03-13,91.15,91.84,90.71,91.82,3265202
2020-03-16,89.76,90.67,89.17,89.83,4654810
2020-03-17,89.94,90.3,88.67,89.65,1513672
2020-03-18,90.77,92.2,90.24,91.36,4979766
2020-03-19,89.33,89.97,88.42,89.42,1999078
2020-03-20,90.24,91.27,90.15,90.37,2646278
2020-03-23,91.43,92.36,89.78,89.97,3976729
2020-03-24,89.47,89.62,89.03,89.61,1704582
2020-03-25,90.49,91.12,89.91,91.04,3669555
2020-03-26,93.12,93.37,91.29,92.11,1876038
2020-03-27,92.54,94.53,91.55,93.86,2613511
2020-03-30,93.52,94.41,93.13,93.53,2103183
2020-03-31,93.98,95.23,93.93,94.77,2499202
2020-04-01,92.31,94.06,91.51,93.45,4167724
2020-04-02,93.24,93.43,92.43,93.04,1972425
2020-04-03,91.64,93.02,91.44,92.22,2132273
2020-04-06,92.03,93.81,91.54,92.84,2356742
2020-04-07,91.68,92.98,90.93,92.72,1826580
2020-04-08,92.18,92.68,90.75,91.52,4737780
2020-04-09,93.32,93.4,91.28,91.78,3450020
2020-04-10,93.99,94.55,93.1,93.4,1239190
2020-04-13,92.65,94.0,91.67,93.5,3106040
2020-04-14,93.06,93.33,92.39,93.18,2792602
2020-04-15,92.2,92.93,91.8,92.49,1435413
2020-04-16,92.08,92.42,90.63,90.91,2001830
2020-04-17,92.68,93.2,90.0,90.73,2270008
2020-04-20,92.14,93.66,91.9,93.07,3458237
2020-04-21,91.32,91.33,91.14,91.31,2990554
2020-04-22,91.96,92.73,91.05,91.58,3376629
2020-04-23,93.83,94.73,93.54,94.02,3598768
2020-04-24,94.6,95.12,93.97,94.76,1560643
2020-04-27,96.73,96.79,96.06,96.18,1230487
2020-04-28,95.43,96.18,94.58,95.24,1653974
2020-04-29,94.06,95.1,93.78,94.14,1467119
2020-04-30,92.52,92.76,92.26,92.26,1983762
2020-05-01,93.52,93.84,93.14,93.26,2735081
2020-05-04,95.64,95.82,93.3,94.23,3871042
2020-05-05,93.73,95.37,92.87,94.8,1249434
2020-05-06,94.91,95.13,94.68,94.98,3986754
2020-05-07,94.7,95.06,93.0,93.77,2386395
2020-05-08,96.14,96.84,95.03,95.64,2229502
2020-05-11,96.17,96.74,95.2,96.18,1591952
2020-05-12,96.2,96.58,94.91,95.29,3597790
2020-05-13,97.01,97.61,96.33,97.19,1610441
2020-05-14,98.27,98.86,98.2,98.3,4763632
2020-05-15,96.7,97.07,96.3,97.07,4967445
2020-05-18,97.78,97.86,95.76,96.72,2304925
2020-05-19,96.77,98.53,96.24,97.65,4556477
2020-05-20,99.24,100.07,98.95,100.0,1950128
2020-05-21,100.5,101.21,100.37,100.49,3668436
2020-05-22,102.6,103.52,101.26,101.96,3406243
2020-05-25,101.0,101.27,100.17,100.81,3518324
2020-05-26,101.04,101.41,100.48,100.86,4983190
2020-05-27,101.69,102.27,100.74,101.7,3548965
2020-05-28,100.06,101.76,100.03,100.88,4974603
2020-05-29,101.93,102.87,101.52,101.82,1652632
2020-06-01,99.81,101.04,98.89,100.3,3326837
2020-06-02,101.88,101.97,101.34,101.66,1327608
2020-06-03,101.52,102.19,100.85,101.1,4798035
2020-06-04,100.76,101.9,100.23,101.49,1135024
2020-06-05,100.31,100.79,99.36,100.18,4071536
2020-06-08,99.32,99.37,98.32,98.42,1183273
2020-06-09,99.14,99.33,97.81,98.75,3741894
2020-06-10,99.67,100.75,98.88,99.96,1124444
2020-06-11,97.38,98.81,97.19,98.35,1374319
2020-06-12,96.25,96.75,95.54,96.45,3401756
2020-06-15,96.63,97.28,96.24,96.89,4299596
2020-06-16,98.8,99.66,97.41,97.81,3259970
2020-06-17,97.98,98.73,96.63,97.41,3577153
2020-06-18,96.14,96.41,94.96,95.92,4145743
2020-06-19,96.05,96.17,95.04,95.17,4981917
2020-06-22,95.15,96.27,94.73,96.02,2205605
2020-06-23,93.38,94.31,91.69,92.17,1605829
2020-06-24,93.47,94.05,92.04,92.41,4691308
2020-06-25,92.57,93.1,91.4,91.76,2433414
2020-06-26,93.26,94.05,93.21,93.45,3260100
2020-06-29,95.48,95.84,94.58,95.27,1716087
2020-06-30,96.25,97.11,95.81,96.31,2095622
2020-07-01,96.17,96.69,95.48,95.68,4684833
2020-07-02,96.14,96.26,93.69,94.51,2058335
2020-07-03,97.54,98.03,96.74,97.9,2228080
2020-07-06,97.55,98.08,96.96,97.45,4414284
2020-07-07,97.42,98.84,97.12,97.9,4596701
2020-07-08,98.09,98.4,96.64,97.27,1282648
2020-07-09,97.82,98.87,97.54,98.0,4516372
2020-07-10,97.45,99.19,97.21,98.42,3367803
2020-07-13,97.86,98.1,96.76,97.49,2069626
2020-07-14,97.36,97.4,96.4,96.44,3495188
2020-07-15,96.32,96.85,96.22,96.75,2973915
2020-07-16,95.14,96.68,95.13,95.95,1486383
2020-07-17,95.86,96.06,95.21,95.36,4245881
2020-07-20,95.12,95.68,95.06,95.3,4945747
2020-07-21,95.61,96.11,94.13,95.13,3328481
2020-07-22,95.73,97.55,95.44,96.82,4727748
2020-07-23,94.51,94.62,93.42,93.57,3673361
2020-07-24,94.55,95.05,94.31,94.65,4584443
2020-07-27,96.77,97.25,94.77,95.71,2690598
2020-07-28,94.34,94.88,93.01,93.53,4136938
2020-07-29,93.51,94.33,93.01,93.38,3235064
2020-07-30,93.41,93.87,92.54,93.69,3593738
2020-07-31,92.55,93.36,91.37,91.76,3031157
2020-08-03,91.48,92.38,91.15,91.69,3652880
2020-08-04,90.61,91.17,90.13,90.34,2608047
2020-08-05,93.06,93.76,90.71,91.09,2931180
2020-08-06,92.22,93.75,91.91,93.33,4803477
2020-08-07,95.09,95.23,94.01,94.68,1638803
2020-08-10,95.05,95.72,94.21,94.5,2433903
2020-08-11,93.42,94.61,92.84,94.08,3425595
2020-08-12,92.68,93.56,92.62,92.92,4890549
2020-08-13,93.74,94.22,93.55,93.88,2009589
2020-08-14,93.07,93.98,91.57,91.98,2688367
2020-08-17,93.26,93.85,91.49,92.43,2087599
2020-08-18,93.84,93.93,92.52,92.9,2229677
2020-08-19,91.99,93.1,91.32,92.65,1302085
2020-08-20,93.42,94.17,92.97,93.22,2495742
2020-08-21,93.24,94.07,93.11,93.27,1908109
2020-08-24,93.69,94.18,93.25,93.31,1742319
2020-08-25,95.11,96.0,94.49,94.8,1076054
2020-08-26,93.37,93.83,93.22,93.56,3091389
2020-08-27,92.9,94.7,92.72,94.29,2376083
2020-08-28,94.89,95.79,93.7,94.46,3598924
2020-08-31,94.7,95.97,94.69,95.07,3683182
2020-09-01,95.01,95.7,93.66,94.22,4139115
2020-09-02,94.18,95.04,93.42,93.8,4636840
2020-09-03,93.95,95.16,93.44,95.07,1569503
2020-09-04,94.64,95.5,93.98,94.54,2042585
2020-09-07,94.37,94.69,93.36,93.67,4980017
2020-09-08,93.93,94.74,93.64,94.56,4987636
2020-09-09,94.28,94.88,93.55,94.64,3256397
2020-09-10,92.46,92.88,91.13,92.0,2451187
2020-09-11,91.11,91.37,90.48,90.67,3943352
2020-09-14,91.93,92.26,91.46,91.56,2290019
2020-09-15,90.24,91.23,89.34,91.1,4623687
2020-09-16,91.9,92.72,91.55,92.42,2152167
2020-09-17,90.17,90.74,89.12,89.67,4394773
2020-09-18,91.31,92.14,90.95,91.69,4716245
2020-09-21,91.52,92.1,91.39,91.75,2992719
2020-09-22,92.3,93.05,91.02,91.61,2946714
2020-09-23,90.84,92.8,90.32,91.91,3159735
2020-09-24,92.15,92.91,90.93,91.13,1255931
2020-09-25,92.01,92.92,91.56,92.58,2208572
2020-09-28,92.02,94.04,91.22,93.3,2698875
2020-09-29,92.66,93.7,92.07,93.54,2514761
2020-09-30,93.75,93.88,92.82,92.92,2340824
2020-10-01,92.29,93.06,91.75,92.71,1764948
2020-10-02,92.5,93.3,91.31,92.01,1824026
2020-10-05,93.27,93.51,91.98,92.77,1265808
2020-10-06,91.72,91.78,90.94,91.57,4942688
2020-10-07,89.85,90.76,89.7,90.63,4829278
2020-10-08,90.42,91.28,89.46,90.17,3818545
2020-10-09,91.6,92.24,90.03,90.71,1454377
2020-10-12,91.58,91.83,90.61,90.63,3825689
2020-10-13,91.22,91.77,89.62,90.03,1652692
2020-10-14,91.12,91.9,90.78,91.37,2250240
2020-10-15,90.13,90.83,89.46,90.17,2343619
2020-10-16,89.34,89.89,89.12,89.66,3954563
2020-10-19,90.21,91.08,89.13,89.73,3638681
2020-10-20,89.18,89.49,87.66,88.58,3929795
2020-10-21,90.08,90.78,88.58,89.38,4733488
2020-10-22,88.0,88.02,86.65,87.57,3302472
2020-10-23,87.96,88.89,86.98,88.52,4088413
2020-10-26,89.71,90.06,88.81,88.82,1031346
2020-10-27,88.94,90.14,88.31,89.6,4751212
2020-10-28,90.23,91.32,89.81,91.25,1366595
2020-10-29,92.21,93.0,91.29,92.15,1732484
2020-10-30,94.1,94.31,93.34,93.6,2937916
2020-11-02,92.81,93.49,89.58,90.56,2484012
2020-11-03,90.28,91.08,89.44,90.06,4294742
2020-11-04,89.26,89.82,88.01,88.8,2884175
2020-11-05,89.65,90.39,88.56,88.64,1822805
2020-11-06,90.34,91.0,89.34,89.53,3077668
2020-11-09,89.01,90.12,88.25,89.77,2902151
2020-11-10,90.26,91.06,89.81,89.83,4790639
2020-11-11,88.72,89.02,87.9,88.72,1896445
2020-11-12,88.24,88.81,87.21,87.22,4147744
2020-11-13,86.92,87.66,85.83,86.49,2571771
2020-11-16,85.87,86.25,85.45,85.81,1963813
2020-11-17,84.73,85.03,83.79,84.4,1531562
2020-11-18,83.03,83.48,81.72,82.41,4122895
2020-11-19,84.11,84.93,83.6,83.94,1015748
2020-11-20,82.89,84.34,82.78,83.41,2461967
2020-11-23,86.29,86.88,86.22,86.34,4643654
2020-11-24,86.95,87.61,84.88,85.47,2584690
2020-11-25,86.98,87.88,86.15,86.67,3966592
2020-11-26,86.73,86.83,85.22,85.96,3750728
2020-11-27,86.59,87.25,86.08,87.02,3524497
2020-11-30,86.35,87.07,85.93,86.36,3092332
2020-12-01,85.59,87.25,85.19,86.43,2249657
2020-12-02,88.5,89.36,88.27,88.3,4921070
2020-12-03,88.95,89.36,87.31,87.65,1416706
2020-12-04,90.17,90.26,88.58,89.55,1892055
2020-12-07,88.9,89.99,88.03,89.55,1172507
2020-12-08,88.98,89.94,88.65,89.71,4876105
2020-12-09,90.02,91.43,89.44,91.14,3617292
2020-12-10,89.98,91.14,89.13,90.37,1223023
2020-12-11,92.41,92.49,91.72,92.16,4490978
2020-12-14,92.96,93.79,92.38,92.4,4862965
2020-12-15,92.36,92.79,91.97,92.05,4034454
2020-12-16,92.77,94.18,92.26,93.58,2365358
2020-12-17,93.72,93.81,92.28,93.25,4214800
2020-12-18,94.01,95.49,93.32,95.15,4213037
2020-12-21,93.12,93.21,92.54,92.61,4306694
2020-12-22,92.25,93.67,92.06,92.71,1501775
2020-12-23,92.04,92.85,90.32,91.09,2435444
2020-12-24,91.46,92.47,90.62,92.01,1185639
2020-12-25,91.27,92.2,90.65,91.97,2608190
2020-12-28,93.07,94.0,91.17,91.81,1710419
2020-12-29,90.94,91.64,90.92,91.29,2840087
2020-12-30,91.13,92.23,90.3,92.07,2991918
2020-12-31,92.52,93.08,90.96,91.75,4529284
2021-01-01,92.54,93.48,91.73,91.99,2660204
2021-01-04,94.35,94.35,93.06,93.77,3013189
2021-01-05,94.96,95.2,94.39,94.61,3515962
2021-01-06,95.45,96.39,95.34,95.38,3402045
2021-01-07,94.36,95.68,94.15,95.51,2740228
2021-01-08,93.98,94.1,93.17,93.35,4788208
2021-01-11,93.94,95.31,93.6,94.73,1860966
2021-01-12,93.83,94.99,93.41,94.13,4397477
2021-01-13,94.36,94.84,93.6,94.11,4721834
2021-01-14,92.12,93.2,91.64,92.2,4683445
2021-01-15,92.13,92.81,91.53,91.8,4727764
2021-01-18,92.47,92.89,92.44,92.81,2621671
2021-01-19,92.27,94.42,91.66,93.42,1269284
2021-01-20,92.86,94.26,92.47,93.85,2373946
2021-01-21,94.21,94.5,92.76,93.06,3859601
2021-01-22,93.37,94.33,92.5,93.77,2456693
2021-01-25,95.39,95.69,94.21,94.96,1875247
2021-01-26,93.84,94.95,92.98,94.87,4960685
2021-01-27,93.35,94.65,92.85,94.64,2331211
2021-01-28,93.18,94.57,93.05,94.12,3297040
2021-01-29,93.92,94.76,92.64,93.33,1166052
2021-02-01,92.92,93.76,92.71,93.19,4652461
2021-02-02,92.94,94.84,92.5,93.84,4372325
2021-02-03,92.82,93.1,92.01,92.07,4153806
2021-02-04,94.24,94.52,92.99,93.82,3713094
2021-02-05,93.66,93.82,92.59,92.71,1129101
2021-02-08,93.64,93.8,92.2,93.1,3579889
2021-02-09,92.29,93.37,91.43,93.09,2490496
2021-02-10,93.26,94.41,92.79,93.62,1541285
2021-02-11,93.91,94.81,92.18,92.92,3570178
2021-02-12,95.28,96.25,94.32,94.94,1656228
2021-02-15,93.18,94.35,92.38,94.12,1508715
2021-02-16,93.45,95.08,93.02,94.2,3516766
2021-02-17,94.99,95.36,94.2,95.03,3309802
2021-02-18,94.88,94.99,94.3,94.76,1359500
2021-02-19,95.98,96.85,94.39,95.33,2424431
2021-02-22,95.07,96.34,94.58,95.71,3904830
2021-02-23,96.74,96.91,95.98,96.44,1151633
2021-02-24,98.7,100.68,97.91,100.25,2083088
2021-02-25,99.24,99.53,98.26,99.08,4115216
2021-02-26,98.87,99.6,97.5,98.06,3322378
2021-03-01,98.88,99.95,98.7,99.5,4354195
2021-03-02,100.92,102.32,100.45,101.34,3941449
2021-03-03,100.11,100.79,99.14,100.74,4038236
2021-03-04,100.11,101.35,99.36,101.0,3561327
2021-03-05,100.12,100.73,99.3,100.25,3986977
2021-03-08,98.09,98.95,98.06,98.45,1596432
2021-03-09,97.43,99.16,96.97,98.84,3794997
2021-03-10,96.39,97.64,95.74,96.91,2165939
2021-03-11,96.23,97.38,95.4,96.51,1312809
2021-03-12,96.12,97.06,95.73,95.78,2774348
2021-03-15,95.96,97.31,95.11,96.5,1181675
2021-03-16,97.96,98.88,97.41,98.03,2200686
2021-03-17,96.6,97.15,95.73,95.93,3714982
2021-03-18,97.72,99.69,97.4,98.87,1887743
2021-03-19,98.48,98.78,98.01,98.29,4635290
2021-03-22,98.26,98.66,96.87,97.4,2849333
2021-03-23,97.62,98.04,97.57,97.72,3264116
2021-03-24,97.56,98.03,97.16,97.32,1394969
2021-03-25,97.93,98.22,96.76,97.57,4109723
2021-03-26,97.12,98.84,96.99,97.87,3770508
2021-03-29,98.6,98.91,98.05,98.28,1855243
2021-03-30,99.25,99.34,98.28,98.73,2778219
2021-03-31,100.37,102.18,99.85,101.66,4059867
2021-04-01,99.84,100.64,99.07,100.58,3213889
2021-04-02,100.27,100.38,98.79,99.24,3553188
2021-04-05,99.28,100.04,98.49,99.82,1262968
2021-04-06,98.86,99.87,98.24,99.41,4552824
2021-04-07,98.12,99.96,98.0,99.52,4910433
2021-04-08,99.33,100.13,98.42,98.58,1642006
2021-04-09,99.89,101.42,99.46,100.68,1328761
2021-04-12,100.51,100.94,98.55,98.95,4419389
2021-04-13,99.74,100.07,98.69,99.43,2725619
2021-04-14,99.51,99.83,98.77,99.35,4555820
2021-04-15,99.05,100.81,98.66,100.04,4510940
2021-04-16,98.94,99.37,98.77,99.32,1467018
2021-04-19,100.17,100.18,98.84,99.06,2780655
2021-04-20,98.68,99.48,97.58,98.16,2821984
2021-04-21,99.91,100.39,98.53,98.95,2827186
2021-04-22,102.3,102.43,101.6,102.11,3576970
2021-04-23,100.96,101.19,99.92,100.09,2950024
2021-04-26,101.02,101.95,100.09,100.75,4355213
2021-04-27,100.51,101.37,99.13,99.98,1272126
2021-04-28,101.34,102.05,100.94,101.2,3516966
2021-04-29,101.93,103.32,101.44,102.84,1145711
2021-04-30,104.14,104.73,103.16,104.21,2643074
2021-05-03,103.66,104.64,103.08,103.42,4739868
2021-05-04,102.98,104.0,102.39,103.03,1900050
2021-05-05,102.08,102.3,101.59,101.68,2828003
2021-05-06,100.72,101.99,100.12,101.18,2058271
2021-05-07,100.1,100.42,100.01,100.22,2097158
2021-05-10,103.58,103.79,102.04,103.0,2341814
2021-05-11,102.87,103.55,100.12,100.83,2764571
2021-05-12,101.76,102.5,100.97,102.09,2332907
2021-05-13,102.74,103.67,101.44,102.15,1904445
2021-05-14,103.33,103.99,102.74,103.9,1653009
2021-05-17,106.24,106.75,105.67,106.12,1630971
2021-05-18,105.72,106.64,104.01,104.87,4933374
2021-05-19,104.97,105.87,103.64,104.59,2858948
2021-05-20,105.74,106.39,105.24,106.23,1519382
2021-05-21,106.47,107.14,105.54,106.77,2617270
2021-05-24,108.2,108.99,107.62,108.37,2008725
2021-05-25,108.83,109.16,108.29,109.0,4058137
2021-05-26,108.85,110.2,108.4,109.23,3244201
2021-05-27,109.12,110.13,108.91,109.22,4142475
2021-05-28,110.92,111.09,110.54,110.54,2486631
2021-05-31,112.15,112.61,111.91,112.49,2499666
2021-06-01,111.62,111.71,110.69,111.2,2893422
2021-06-02,113.1,114.01,111.67,112.05,4509312
2021-06-03,114.4,114.73,113.95,114.54,1235994
2021-06-04,115.76,116.18,114.21,115.19,2760177
2021-06-07,116.22,116.66,115.67,116.02,4350301
2021-06-08,116.38,116.98,115.17,115.62,4876221
2021-06-09,116.4,116.47,115.89,116.03,4206209
2021-06-10,116.74,118.39,116.7,118.16,2810948
2021-06-11,116.98,117.91,116.17,116.95,3387036
2021-06-14,117.36,118.27,116.78,117.35,4995488
2021-06-15,116.14,116.92,115.05,115.81,3038185
2021-06-16,116.57,116.59,115.83,115.98,4065299
2021-06-17,118.17,118.5,115.84,116.41,4642461
2021-06-18,117.92,118.54,117.36,117.62,2322601
2021-06-21,118.6,118.88,118.32,118.55,4444868
2021-06-22,117.89,118.8,116.95,116.97,1687537
2021-06-23,117.06,117.98,116.93,117.34,4792212
2021-06-24,117.41,118.16,117.1,118.09,4707193
2021-06-25,120.41,121.32,119.8,119.92,4211854
2021-06-28,120.31,121.27,119.07,120.06,4464403
2021-06-29,120.06,120.63,119.75,120.56,1026119
2021-06-30,121.15,121.68,119.48,119.61,1642032
2021-07-01,121.33,122.45,121.13,122.15,2165470
2021-07-02,122.25,122.76,121.66,122.37,4304715
2021-07-05,121.88,122.16,121.82,121.98,4541652
2021-07-06,123.65,124.23,122.28,123.14,1431965
2021-07-07,123.97,125.34,123.01,124.39,2093565
2021-07-08,122.15,122.98,121.9,122.48,4954266
2021-07-09,122.45,123.01,122.0,122.92,2852139
2021-07-12,124.23,124.85,123.41,123.43,4978713
2021-07-13,122.58,123.2,121.94,122.86,4072800
2021-07-14,122.88,123.99,122.47,123.14,4152281
2021-07-15,122.22,122.74,121.95,122.3,2590745
2021-07-16,122.44,123.08,122.23,122.89,3098531
2021-07-19,121.87,122.17,121.22,121.98,1352935
2021-07-20,120.97,122.82,120.56,122.05,2416384
2021-07-21,121.45,122.19,121.27,121.92,3166458
2021-07-22,123.98,124.75,123.05,123.74,4558670
2021-07-23,122.57,123.28,122.0,123.08,4389553
2021-07-26,123.05,123.37,122.16,123.02,4023744
2021-07-27,124.38,125.13,124.26,124.66,4573258
2021-07-28,122.93,123.88,121.81,122.6,3608182
2021-07-29,121.27,122.2,120.36,121.03,2677376
2021-07-30,121.49,121.69,120.7,120.82,3375646
2021-08-02,121.1,121.46,119.8,120.5,4646123
2021-08-03,120.28,120.43,119.44,119.89,2148175
2021-08-04,120.33,121.16,119.39,120.65,4751413
2021-08-05,120.44,120.9,120.01,120.15,2390229
2021-08-06,119.64,121.61,118.99,120.71,1542057
2021-08-09,118.49,120.12,118.1,119.19,1702609
2021-08-10,121.25,121.63,118.46,119.42,3048942
2021-08-11,121.04,121.54,119.32,119.65,3723024
2021-08-12,119.65,121.15,118.69,120.25,2357085
2021-08-13,121.51,122.75,120.61,121.95,1312329
2021-08-16,121.34,121.34,120.89,121.16,2706722
2021-08-17,119.85,120.17,118.59,119.39,2804473
2021-08-18,119.16,119.58,116.88,117.88,4272253
2021-08-19,118.71,118.94,118.39,118.64,4540564
2021-08-20,119.02,119.22,118.49,118.93,1560591
2021-08-23,119.0,119.19,118.48,119.16,4165317
2021-08-24,119.23,119.88,118.55,118.84,2313602
2021-08-25,116.83,119.04,116.81,118.78,3277546
2021-08-26,119.27,119.32,118.21,118.43,1653524
2021-08-27,118.88,120.19,118.59,119.96,1417740
2021-08-30,120.51,121.31,119.86,120.31,2844753
2021-08-31,122.25,123.1,121.02,121.19,2019705
2021-09-01,121.4,121.88,120.38,121.26,3113013
2021-09-02,121.63,122.77,120.93,122.36,1615995
2021-09-03,122.7,123.67,121.96,122.04,2364981
2021-09-06,123.12,123.32,121.68,122.33,4925059
2021-09-07,124.42,125.13,123.76,124.92,1658197
2021-09-08,124.71,125.0,123.39,124.35,3433431
2021-09-09,126.14,126.31,125.22,125.22,3675820
2021-09-10,124.46,126.02,124.21,125.64,2921097
2021-09-13,126.7,127.61,125.02,125.95,3726465
2021-09-14,125.32,126.7,124.39,126.08,4850919
2021-09-15,127.87,128.28,126.57,127.29,1220421
2021-09-16,127.09,128.42,126.32,127.48,4052911
2021-09-17,125.91,126.2,125.82,126.15,2293073
2021-09-20,126.1,126.31,124.98,125.49,2733456
2021-09-21,126.05,126.62,124.94,125.17,4568485
2021-09-22,126.86,127.7,126.68,127.08,1983276
2021-09-23,125.13,126.23,124.32,126.19,3141549
2021-09-24,125.33,125.74,125.14,125.27,3960669
2021-09-27,123.06,124.19,122.59,123.54,3947449
2021-09-28,122.33,123.51,121.4,122.82,4988116
2021-09-29,120.43,121.86,120.25,121.22,2469245
2021-09-30,118.8,119.18,117.82,118.86,2504137
2021-10-01,120.93,121.02,118.84,119.83,3984311
2021-10-04,120.72,121.5,120.16,121.07,4551850
2021-10-05,120.24,120.67,120.07,120.54,1277132
2021-10-06,119.68,121.69,119.36,120.74,2207371
2021-10-07,120.42,120.9,118.72,119.15,3655240
2021-10-08,120.95,121.27,120.41,120.72,3005187
2021-10-11,117.96,119.33,117.68,118.56,1158502
2021-10-12,119.31,120.63,118.34,120.13,4571479
2021-10-13,122.07,122.38,120.03,120.19,1199548
2021-10-14,121.11,121.92,119.95,120.68,2306229
2021-10-15,120.5,121.37,120.42,120.42,2625148
2021-10-18,121.41,122.09,120.25,120.84,4726248
2021-10-19,117.79,119.08,116.87,119.04,3141572
2021-10-20,118.86,119.9,118.57,119.34,3921294
2021-10-21,118.34,119.1,118.09,118.28,2514289
2021-10-22,117.64,117.77,116.68,117.33,1616323
2021-10-25,116.39,116.61,115.63,116.34,2482290
2021-10-26,118.73,119.62,117.56,118.25,3914867
2021-10-27,118.87,120.25,118.55,120.23,2245817
2021-10-28,118.89,119.64,118.14,118.39,1989862
2021-10-29,118.88,120.63,117.93,120.16,4863545
2021-11-01,120.53,121.06,119.6,120.61,4395591
2021-11-02,121.16,121.66,120.7,121.66,3123120
2021-11-03,122.04,123.07,121.2,122.25,4208236
2021-11-04,121.5,122.06,121.05,121.7,1760151
2021-11-05,121.65,122.25,121.23,121.71,4864308
2021-11-08,122.18,122.86,121.81,121.97,1375579
2021-11-09,122.33,123.73,121.9,123.03,2133942
2021-11-10,123.54,124.82,123.0,123.86,4675754
2021-11-11,124.72,125.72,124.69,125.19,2051674
2021-11-12,125.52,125.92,123.76,124.21,2144000
2021-11-15,124.97,126.79,124.19,125.83,3826145
2021-11-16,126.45,127.18,125.77,126.54,4748688
2021-11-17,128.29,128.59,127.35,127.99,2348964
2021-11-18,127.25,127.39,126.34,127.26,2712189
2021-11-19,129.72,130.56,128.06,128.08,2889341
2021-11-22,129.23,129.59,127.17,127.72,2173925
2021-11-23,128.58,129.24,127.8,128.58,1575257
2021-11-24,127.88,128.35,127.32,127.86,3712184
2021-11-25,128.2,128.4,127.0,127.33,3298647
2021-11-26,128.56,129.16,127.99,128.13,1117286
2021-11-29,128.22,128.56,127.33,128.5,1961915
2021-11-30,127.3,128.93,126.83,128.52,4220756
2021-12-01,127.83,128.52,126.95,127.98,2870429
2021-12-02,129.68,130.14,129.09,129.7,1918958
2021-12-03,131.77,133.05,131.1,132.3,1935026
2021-12-06,132.86,133.69,131.33,132.13,1038575
2021-12-07,132.05,133.31,131.39,132.54,4673208
2021-12-08,132.38,132.41,131.76,132.16,2683980
2021-12-09,133.04,133.23,132.17,132.69,2497060
2021-12-10,132.41,132.95,131.23,132.03,4011458
2021-12-13,130.61,132.67,130.23,131.74,1605599
2021-12-14,129.76,131.14,129.37,130.3,1927906
2021-12-15,130.57,131.41,130.23,130.33,1996114
2021-12-16,131.71,132.01,129.28,130.19,3702221
